"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu04979","Cholesterol metabolism - Mus musculus (house mouse)",16,0.62789770493509,2.06899452655813,0.000640779679004191,0.00483946590479473,0.00378926290704695,122,"tags=38%, list=6%, signal=36%","16891/11806/11807/11814/11818/11812"
"mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)",50,-0.363125328856969,-2.06064210828233,0.00064367280507122,0.00483946590479473,0.00378926290704695,459,"tags=44%, list=22%, signal=35%","18021/17128/18749/21423/245000/16150/26401/21813/100504404/14961/11513/12501/15001/16818/14960/72049/14969/15000/12500/12502/23871/15002"
"mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)",27,0.525133803776612,2.0225156536172,0.00137135630221017,0.00979733248295789,0.00767123258971554,525,"tags=59%, list=26%, signal=45%","20750/15945/12475/21898/17329/26415/54123/16803/20846/24088/16476/17087/117149/15976/20847/17874"
"mmu01100","Metabolic pathways - Mus musculus (house mouse)",191,0.29308688141618,1.70216022707419,0.00139961892613684,0.00979733248295789,0.00767123258971554,528,"tags=37%, list=26%, signal=30%","16891/16365/22271/11846/56720/12116/15186/11720/232714/13106/13112/22169/27053/14598/14121/22436/12350/54150/56615/230163/12583/59027/56388/27357/11432/110095/18478/11847/67092/17001/14381/15109/59010/17768/19223/11522/231510/15445/18950/241447/22238/140483/74442/20443/23972/56386/68591/18805/19733/12182/66054/270084/27226/14933/18822/66190/11717/67800/11687/14645/11565/74551/110208/192185/11964/18783/18795/19224/99586/20148/209027"
"mmu04936","Alcoholic liver disease - Mus musculus (house mouse)",36,0.459527320381614,1.92269669982462,0.00195357319684795,0.0132191786320044,0.0103505106218961,251,"tags=42%, list=12%, signal=37%","12266/12475/14080/13106/20310/12268/21898/12260/26415/12273/14825/16803/12259/12262/15139"
"mmu05417","Lipid and atherosclerosis - Mus musculus (house mouse)",56,0.389493374296262,1.82282386077171,0.00239168178226691,0.0156616581225865,0.0122629524319967,597,"tags=55%, list=29%, signal=40%","11806/12475/20310/75600/21898/17395/26415/15511/54123/14825/16803/24088/12362/16173/16476/17087/20344/13058/330122/238055/117149/18024/17969/15894/18795/17874/12369/22027/17972/22433/21937"
"mmu04080","Neuroactive ligand-receptor interaction - Mus musculus (house mouse)",28,0.478667088675069,1.8539252096149,0.00295325734778452,0.0187347263000081,0.0146691401156402,368,"tags=46%, list=18%, signal=39%","12266/14289/14293/18815/16644/13618/14061/12273/15139/74191/16995/14600/14938"
"mmu05144","Malaria - Mus musculus (house mouse)",19,0.51664750483869,1.80393005341222,0.0058414511774637,0.035933775425004,0.0281358573459974,525,"tags=63%, list=26%, signal=47%","21898/16633/24088/170733/17295/16173/14934/20344/16971/15978/15894/17874"
"mmu05134","Legionellosis - Mus musculus (house mouse)",22,0.518818072202843,1.89221781528108,0.00641316450012307,0.0382903645154407,0.029981047663114,541,"tags=64%, list=26%, signal=47%","12266/12475/20310/21898/15511/14825/16409/24088/12362/16173/330122/17948/17874/12369"
"mmu04211","Longevity regulating pathway - Mus musculus (house mouse)",10,-0.576197477832089,-1.84622315647921,0.00680148805273114,0.0394486307058406,0.0308879607808241,153,"tags=90%, list=7%, signal=84%","18707/22059/12912/18749/93759/11513/75747/56458/140742"
"mmu03083","Polycomb repressive complex - Mus musculus (house mouse)",21,-0.432659102121362,-1.83006501730889,0.00765240471671968,0.0431510599303916,0.0337869331059846,1172,"tags=100%, list=57%, signal=43%","216080/15182/30841/19821/212391/29808/75302/52615/71458/71041/11569/17425/69837/12418/12151/269536/237339/108155/21652/52609"
