"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051607","defense response to virus","39/431","314/28905",0.124203821656051,8.32972497672425,16.0668670421568,2.58006356705182e-24,7.69851275122616e-22,4.66709474396256e-22,"Acod1/Ifitm1/Ifitm6/Gbp2b/Oasl2/Cxcl10/Plscr1/Ifi44l/Ifit3/Rtp4/Ifit1/Zbp1/Oas2/Cxcl9/Gbp7/Irf7/Ifih1/Dhx58/Oasl1/Irgm1/Mlkl/Ifi204/Ifitm2/Ifitm3/Irgm2/Oas3/Trim30a/Dtx3l/Trim30d/Stat1/Ifit2/Casp1/Ifi207/Bst2/Samhd1/Ddx60/Irf1/Eif2ak2/Ifnar2",39
"GO:0002758","innate immune response-activating signaling pathway","37/431","278/28905",0.133093525179856,8.92591263416181,16.3371813088986,3.43729723915961e-24,9.5237685647858e-22,5.77362558818238e-22,"Acod1/Gbp2/Cd14/Ltf/Clec4e/Tlr4/Smpdl3b/App/Clec4n/Casp4/Irf7/Ifih1/Dhx58/Oasl1/Irgm1/Ffar2/Lbp/Cd300lf/Slc15a3/Ifi204/Irgm2/Lamp2/Oas3/S100a9/Trim30a/Tlr2/Casp1/Ifi207/Cd274/Ddx60/Ly96/S100a8/Irf1/Eif2ak2/Mefv/Tirap/Tlr13",37
"GO:0002764","immune response-regulating signaling pathway","47/431","497/28905",0.0945674044265594,6.34215968665823,14.7797844206309,6.33251350800486e-24,1.63758799317006e-21,9.92760363290025e-22,"Acod1/C3/Gbp2/Cd14/Ltf/Clec4e/Fpr2/Fpr1/Plscr1/Tlr4/Smpdl3b/Cmklr1/App/Clec4n/Casp4/Irf7/Ifih1/Dhx58/Oasl1/Irgm1/C5ar1/Ffar2/Lbp/Cd300lf/Slc15a3/Ifi204/Itgam/Irgm2/Lamp2/Oas3/S100a9/Trim30a/Tlr2/Casp1/Ifi207/Cd274/Lgals3/Ddx60/Ly96/S100a8/Pram1/Irf1/Eif2ak2/Fosl2/Mefv/Tirap/Tlr13",47
"GO:0002221","pattern recognition receptor signaling pathway","36/431","267/28905",0.134831460674157,9.04246721760213,16.2430266418259,9.223538914176e-24,2.23613171550554e-21,1.3556174956756e-21,"Acod1/Gbp2/Cd14/Ltf/Clec4e/Tlr4/Smpdl3b/App/Casp4/Irf7/Ifih1/Dhx58/Oasl1/Irgm1/Ffar2/Lbp/Cd300lf/Slc15a3/Ifi204/Irgm2/Lamp2/Oas3/S100a9/Trim30a/Tlr2/Casp1/Ifi207/Cd274/Ddx60/Ly96/S100a8/Irf1/Eif2ak2/Mefv/Tirap/Tlr13",36
"GO:0010466","negative regulation of peptidase activity","35/431","251/28905",0.139442231075697,9.35168837411375,16.3497788479688,1.25031687208273e-23,2.8529289098876e-21,1.72954049054664e-21,"Serpina1c/Serpina3k/Serpina1b/Ngp/Pzp/Itih3/Itih4/Stfa3/Vtn/Serping1/Ltf/Serpinc1/Ambp/Fabp1/Kng1/Serpina3m/Serpina3n/Serpina3g/App/Mmp9/Ahsg/Hspa1b/Stfa2l1/Ifi204/Slpi/Fetub/Itih2/Ifi207/Hrg/Timp1/Cstb/Plaur/Reck/Serpinb9/Wfdc18",35
"GO:0002237","response to molecule of bacterial origin","43/431","422/28905",0.101895734597156,6.83363389450303,14.8523747913753,3.09187264859255e-23,6.66298555771694e-21,4.03932368243026e-21,"Acod1/Wfdc21/Gbp2b/Mmp8/Gbp2/Cxcl10/Cd14/Ltf/Plscr1/Cxcl2/Cmpk2/Fcgr4/Tlr4/Ednrb/Cxcl9/Cebpb/Casp4/Mgst1/Il36g/Cfh/Gbp3/Irgm1/C5ar1/Gbp6/Cxcl1/Lbp/Slpi/Irgm2/S100a9/Trim30a/Trim30d/Stat1/Tlr2/Slc11a1/Casp1/Cd274/Cd68/Ly96/S100a8/Lgals9/Eif2ak2/Fosl2/Tirap",43
"GO:0050900","leukocyte migration","42/431","402/28905",0.104477611940299,7.00678740866433,14.9211869200305,3.86848513290394e-23,7.89781780554442e-21,4.78792010354981e-21,"Spp1/Cd177/Cxcl10/Fpr2/Aif1/Plg/Anxa1/Cxcl2/Cmklr1/Ednrb/Cxcl9/App/Mmp9/C5ar1/Trem1/Ffar2/Cxcl1/Lbp/Itgam/Xcl1/Mtus1/Hc/S100a9/Trem3/Prtn3/Tlr2/Ccr1/Lgals3/Slamf8/Fcgr3/Adam8/Cxcr2/St3gal4/Lyve1/Bst1/S100a8/Selp/Lgals9/Mmp14/Pla2g7/Emilin1/Tirap",42
"GO:0001906","cell killing","36/431","285/28905",0.126315789473684,8.47136402491147,15.5948384875254,8.92138378384854e-23,1.73030238487742e-20,1.04896691437461e-20,"Arg1/C3/Gbp2b/Gbp2/Cxcl10/Ltf/Hamp/Kng1/Fcgr1/Fcgr4/Ccr5/Pglyrp1/Cxcl9/Gbp7/F2/Cd5l/Cfh/Gbp3/Trem1/C8a/Cxcl1/Itgam/Irgm2/Hc/Trem3/Ctsc/Gzmb/Camp/Pnp/Lgals3/Hrg/Il18/Fcgr3/Ceacam1/Lgals9/Serpinb9",36
"GO:0052547","regulation of peptidase activity","43/431","434/28905",0.0990783410138249,6.64468549189004,14.5772842434206,9.37035131931562e-23,1.7308377508393e-20,1.04929147104517e-20,"Serpina1c/Serpina3k/Serpina1b/Ngp/Pzp/Itih3/Itih4/Stfa3/Vtn/Serping1/Ltf/Serpinc1/Ambp/Fabp1/Kng1/Serpina3m/Ctsl/Serpina3n/Xdh/Serpina3g/App/Mmp9/Ahsg/Hspa1b/Stfa2l1/Ifi204/Slpi/S100a9/Fetub/Stat1/Itih2/Casp1/Ifi207/Grn/Hrg/Timp1/Cstb/Plaur/S100a8/Reck/Mefv/Serpinb9/Wfdc18",43
"GO:0032102","negative regulation of response to external stimulus","44/431","470/28905",0.0936170212765957,6.2784222737819,14.1944906317383,2.82428396586211e-22,4.96044132746885e-20,3.00718468557154e-20,"Fga/Acod1/Fgg/Fgb/Arg1/Apoa1/Vtn/Cpb2/Serping1/Ltf/Hamp/Fpr2/Aif1/Plg/Kng1/Apoh/Pglyrp1/Smpdl3b/Ier3/F2/Fabp7/Dhx58/Irgm1/Ifi204/Irgm2/Arg2/Oas3/Hc/Socs3/Ccr1/Ifi207/Grn/Ptgis/Anxa2/Samhd1/Hrg/Slamf8/Parp14/Ceacam1/Trafd1/Plaur/Lgals9/Mefv/Serpinb9",44
"GO:0045861","negative regulation of proteolysis","39/431","357/28905",0.109243697478992,7.32642476944374,14.7978282029831,2.94122584510914e-22,4.96044132746885e-20,3.00718468557154e-20,"Serpina1c/Serpina3k/Serpina1b/Ngp/Pzp/Itih3/Itih4/Stfa3/Vtn/Cpb2/Serping1/Ltf/Serpinc1/Ambp/Fabp1/Il1r2/Kng1/Serpina3m/Serpina3n/Serpina3g/App/F2/Mmp9/Ahsg/Hspa1b/Stfa2l1/Ifi204/Slpi/Fetub/Itih2/Ifi207/Hrg/Timp1/Cstb/Plaur/N4bp1/Reck/Serpinb9/Wfdc18",39
"GO:0032496","response to lipopolysaccharide","41/431","402/28905",0.101990049751244,6.83995913702947,14.5067764115083,3.25683139696355e-22,5.26385374534233e-20,3.19112339509498e-20,"Acod1/Wfdc21/Gbp2b/Mmp8/Gbp2/Cxcl10/Cd14/Ltf/Plscr1/Cxcl2/Cmpk2/Fcgr4/Tlr4/Ednrb/Cxcl9/Cebpb/Casp4/Mgst1/Il36g/Cfh/Gbp3/Irgm1/Gbp6/Cxcl1/Lbp/Slpi/Irgm2/S100a9/Trim30a/Trim30d/Stat1/Slc11a1/Casp1/Cd274/Cd68/Ly96/S100a8/Lgals9/Eif2ak2/Fosl2/Tirap",41
"GO:0002274","myeloid leukocyte activation","35/431","281/28905",0.124555160142349,8.35328748008026,15.2392260995448,5.72561786239486e-22,8.88386867529187e-20,5.38569697035373e-20,"Cd177/Mmp8/Hamp/Plscr1/Aif1/Anxa3/Anxa1/Fcgr4/Tlr4/App/Nampt/Tmem106a/Irgm1/C5ar1/Lbp/C1qa/Cd300lf/Itgam/Pirb/Ctsc/Tlr2/Slc11a1/Pilrb1/Casp1/Grn/Batf2/Camp/Il18/Fcgr3/Cxcr2/Jun/Fgr/Pram1/Lgals9/Ltbr",35
"GO:0050727","regulation of inflammatory response","41/431","411/28905",0.0997566909975669,6.69017900994123,14.29431996806,7.50673278781084e-22,1.11994678784301e-19,6.78949030282163e-20,"Acod1/C3/Mmp8/Apoa1/Hamp/Fpr2/Anxa1/Ggt1/Fcgr1/Zbp1/Tlr4/Ccr5/Pglyrp1/Smpdl3b/Ednrb/Ier3/App/Cebpb/Ahsg/Casp4/Irgm1/Ffar2/Lbp/Nupr1/Irgm2/Xcl1/S100a9/Ctsc/Tlr2/Socs3/Casp1/Grn/Ptgis/Il18/Slamf8/Fcgr3/Adam8/Bst1/S100a8/Lgals9/Mefv",41
"GO:0060326","cell chemotaxis","37/431","334/28905",0.110778443113772,7.4293524320269,14.5402245842878,2.22626832700107e-21,3.1984054964582e-19,1.93897989961808e-19,"Saa3/Spp1/Cxcl10/Fpr2/Aif1/Anxa1/Cxcl2/Ccr5/Cmklr1/Ednrb/Cxcl9/App/Mmp9/C5ar1/Trem1/Ffar2/Cxcl1/Lbp/Itgam/Xcl1/Mtus1/Hc/S100a9/Trem3/Ccr1/Met/Lgals3/Hrg/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/Ccrl2/S100a8/Pla2g7/Tirap",37
"GO:0002526","acute inflammatory response","26/431","138/28905",0.188405797101449,12.6354282255624,16.8565229835304,2.87659515658124e-21,3.98511164727809e-19,2.41590736082801e-19,"Saa3/Saa1/Orm1/Serpina1b/C3/Saa2/Itih4/Plscr1/Hp/Fcgr1/Fcgr4/Serpina3n/Ccr5/Ednrb/F2/Ahsg/Saa4/Crp/Il1rn/Ffar2/Lbp/Nupr1/Fcgr3/Adam8/Cxcr2/Serpinb9",26
"GO:0030595","leukocyte chemotaxis","32/431","242/28905",0.132231404958678,8.86809457153267,15.1220197695836,5.55346779327705e-21,7.42824192073161e-19,4.50324756812375e-19,"Spp1/Cxcl10/Fpr2/Aif1/Anxa1/Cxcl2/Cmklr1/Ednrb/Cxcl9/App/Mmp9/C5ar1/Trem1/Ffar2/Cxcl1/Lbp/Itgam/Xcl1/Mtus1/Hc/S100a9/Trem3/Ccr1/Lgals3/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/S100a8/Pla2g7/Tirap",32
"GO:0006935","chemotaxis","42/431","465/28905",0.0903225806451613,6.05748072749046,13.5266198828461,1.02697388052187e-20,1.32787722751477e-18,8.05003385644158e-19,"Saa3/Prok2/Spp1/Apoa1/Cxcl10/Fpr2/Fpr1/Aif1/Anxa1/Cxcl2/Ccr5/Cmklr1/Ednrb/Cxcl9/App/Mmp9/C5ar1/Trem1/Ffar2/Cxcl1/Lbp/Itgam/Xcl1/Mtus1/Hc/S100a9/Trem3/Ccr1/Met/Lgals3/Hrg/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/Ccrl2/S100a8/Lgals9/Lrp1/Pla2g7/Tirap",42
"GO:0042330","taxis","42/431","467/28905",0.0899357601713062,6.0315386258738,13.4866192049611,1.20745505894087e-20,1.51087683020375e-18,9.1594383758027e-19,"Saa3/Prok2/Spp1/Apoa1/Cxcl10/Fpr2/Fpr1/Aif1/Anxa1/Cxcl2/Ccr5/Cmklr1/Ednrb/Cxcl9/App/Mmp9/C5ar1/Trem1/Ffar2/Cxcl1/Lbp/Itgam/Xcl1/Mtus1/Hc/S100a9/Trem3/Ccr1/Met/Lgals3/Hrg/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/Ccrl2/S100a8/Lgals9/Lrp1/Pla2g7/Tirap",42
"GO:0034341","response to type II interferon","26/431","149/28905",0.174496644295302,11.7026113766954,16.11432141358,2.21651702670627e-20,2.6868342333105e-18,1.62884836765191e-18,"Hpx/Acod1/Arg1/Ifitm1/Ifitm6/Gbp2b/Gbp2/Tlr4/Gbp7/Gbp3/Irgm1/Gbp6/Ifitm2/Ifitm3/Irgm2/Xcl1/Rab20/Stat1/Tlr2/Slc11a1/Cdc42ep2/Casp1/Bst2/Parp14/Irf1/Mefv",26
"GO:0006953","acute-phase response","17/431","44/28905",0.386363636363636,25.911463826197,20.345261102307,3.08722788382994e-20,3.62889604890192e-18,2.19995760525553e-18,"Saa3/Saa1/Orm1/Serpina1b/Saa2/Itih4/Plscr1/Hp/Serpina3n/Ccr5/Ednrb/F2/Ahsg/Saa4/Crp/Il1rn/Lbp",17
"GO:0035458","cellular response to interferon-beta","19/431","63/28905",0.301587301587302,20.2259418848746,18.7948378261679,4.47905721188323e-20,5.11007733085149e-18,3.09789901280097e-18,"Acod1/Gbp2b/Gbp2/Iigp1/Ifi202b/Ifit3/Ifit1/Iigp1c/Gbp7/Gbp3/Irgm1/Gbp6/Ifi204/Irgm2/Stat1/Ifi207/Ifi47/Irf1/Ifnar2",19
"GO:0062207","regulation of pattern recognition receptor signaling pathway","27/431","171/28905",0.157894736842105,10.5892050311393,15.4730520000536,6.17847897741068e-20,6.84751998667886e-18,4.15119459715352e-18,"Acod1/Gbp2/Cd14/Ltf/Tlr4/Smpdl3b/App/Casp4/Irf7/Dhx58/Oasl1/Irgm1/Lbp/Cd300lf/Slc15a3/Ifi204/Irgm2/Lamp2/S100a9/Trim30a/Ifi207/Ddx60/S100a8/Irf1/Eif2ak2/Mefv/Tirap",27
"GO:0002697","regulation of immune effector process","41/431","473/28905",0.0866807610993657,5.81324222639714,12.9854783424027,1.37132985219731e-19,1.4776079157426e-17,8.95775113979177e-18,"Hpx/Cd177/Arg1/C3/Apoa1/Serping1/Apoa2/Rbp4/Anxa1/Fcgr1/Tlr4/Pglyrp1/Cfp/Cd5l/Casp4/Cfh/Dhx58/Ffar2/Cxcl1/Lbp/C4bp/Itgam/Xcl1/S100a9/Tlr2/Casp1/Grn/Bst2/Pnp/Lgals3/Il18/Slamf8/Fcgr3/Ceacam1/Ddx60/Fgr/Pram1/Irf1/Lgals9/Serpinb9/Tirap",41
"GO:0030193","regulation of blood coagulation","19/431","67/28905",0.283582089552239,19.0184229663746,18.1662371345518,1.67067738199314e-19,1.7515020445274e-17,1.06181885387558e-17,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Apoh/F2/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Plaur/Emilin2/Nfe2l2",19
"GO:1900046","regulation of hemostasis","19/431","69/28905",0.27536231884058,18.4671643296681,17.8719858542797,3.1134100324415e-19,3.1781361883791e-17,1.92669197021449e-17,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Apoh/F2/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Plaur/Emilin2/Nfe2l2",19
"GO:0006909","phagocytosis","30/431","239/28905",0.125523012552301,8.41819646826976,14.1679528373774,4.32121671491964e-19,4.29794862491622e-17,2.60555955226193e-17,"C3/Apoa1/Tgm2/Apoa2/Fpr2/Aif1/Anxa3/Cd302/Anxa1/Fcgr1/Tlr4/Cfp/Ahsg/Lbp/Hck/Cd300lf/C4bp/Itgam/Mertk/Msr1/Rab20/Prtn3/Tlr2/Slc11a1/Marco/Met/Fcgr3/Il15ra/Fgr/Lrp1",30
"GO:0050818","regulation of coagulation","19/431","72/28905",0.263888888888889,17.6976991492653,17.4530500105278,7.60858153537473e-19,7.37842194392964e-17,4.47304503948082e-17,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Apoh/F2/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Plaur/Emilin2/Nfe2l2",19
"GO:0031640","killing of cells of another organism","22/431","110/28905",0.2,13.4129930394432,16.0475109987532,8.797102934224e-19,8.12475292425117e-17,4.92549572808432e-17,"Arg1/Gbp2b/Gbp2/Cxcl10/Ltf/Hamp/Kng1/Pglyrp1/Cxcl9/Gbp7/F2/Gbp3/Trem1/C8a/Cxcl1/Irgm2/Hc/Trem3/Gzmb/Camp/Lgals3/Hrg",22
"GO:0141061","disruption of cell in another organism","22/431","110/28905",0.2,13.4129930394432,16.0475109987532,8.797102934224e-19,8.12475292425117e-17,4.92549572808432e-17,"Arg1/Gbp2b/Gbp2/Cxcl10/Ltf/Hamp/Kng1/Pglyrp1/Cxcl9/Gbp7/F2/Gbp3/Trem1/C8a/Cxcl1/Irgm2/Hc/Trem3/Gzmb/Camp/Lgals3/Hrg",22
"GO:0007596","blood coagulation","26/431","177/28905",0.146892655367232,9.85135081993,14.532383842366,1.95988118229244e-18,1.76799514095637e-16,1.07181751805173e-16,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Fgl1/Apoh/F10/Tlr4/F2/Cfh/Mertk/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Papss2/Plaur/Emilin2/Selp/Nfe2l2",26
"GO:0048525","negative regulation of viral process","22/431","116/28905",0.189655172413793,12.719217537403,15.5599318196756,2.95387834268062e-18,2.59702761784242e-16,1.57440460733503e-16,"Ifitm1/Apcs/Ifitm6/Oasl2/Ltf/Plscr1/Oas2/Ifih1/Oasl1/Ifi204/Slpi/Ifitm2/Ifitm3/Oas3/Trim30a/Trim30d/Stat1/Ifi207/Bst2/Ly6e/N4bp1/Eif2ak2",22
"GO:0050817","coagulation","26/431","180/28905",0.144444444444444,9.68716163959783,14.3839281579765,3.01279306014202e-18,2.59702761784242e-16,1.57440460733503e-16,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Fgl1/Apoh/F10/Tlr4/F2/Cfh/Mertk/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Papss2/Plaur/Emilin2/Selp/Nfe2l2",26
"GO:0007599","hemostasis","26/431","181/28905",0.143646408839779,9.63364140954481,14.3352147752477,3.47055792205078e-18,2.926585691225e-16,1.77419368372116e-16,"Fga/Fgg/Fgb/Vtn/Cpb2/Serping1/Serpinc1/Plg/Kng1/Fgl1/Apoh/F10/Tlr4/F2/Cfh/Mertk/S100a9/Anxa2/Hrg/Ceacam1/St3gal4/Papss2/Plaur/Emilin2/Selp/Nfe2l2",26
"GO:0097530","granulocyte migration","25/431","169/28905",0.14792899408284,9.92085283982482,14.3096805627004,7.54113793116089e-18,6.22384553935597e-16,3.77310238257859e-16,"Spp1/Cd177/Cxcl10/Anxa1/Cxcl2/Cmklr1/Cxcl9/C5ar1/Trem1/Cxcl1/Lbp/Itgam/Xcl1/S100a9/Trem3/Prtn3/Tlr2/Lgals3/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/S100a8/Tirap",25
"GO:1990266","neutrophil migration","23/431","140/28905",0.164285714285714,11.0178157109712,14.6183459602933,1.44483558588133e-17,1.16760775784035e-15,7.07842697118175e-16,"Spp1/Cd177/Cxcl10/Cxcl2/Cxcl9/C5ar1/Trem1/Cxcl1/Lbp/Itgam/Xcl1/S100a9/Trem3/Prtn3/Tlr2/Lgals3/Slamf8/Fcgr3/Adam8/Cxcr2/Bst1/S100a8/Tirap",23
