"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"30","1416125_at","Fkbp5","14229","FK506 binding protein 5",2.16559889973145,8.52489631585143,6.67832328283305,1.31308544691327e-06,4.74285537086135e-06,5.16087721118632
"31","1416129_at","Errfi1","74155","ERBB receptor feedback inhibitor 1",0.661534642007311,6.07644754439928,1.02340596885035,0.317769289479497,0.337897977598136,-6.71827310721004
"32","1416145_at","Dhx15","13204","DEAH-box helicase 15",-0.451510244358866,9.66094730708607,-2.0459046757129,0.0535017367395131,0.0607381135490703,-5.26251237959223
"33","1416165_at","Rab31","106572","RAB31, member RAS oncogene family",1.24219270448781,8.35133758416379,7.50115452188051,2.28553978426908e-07,1.22855261894569e-06,6.93090661559199
"34","1416168_at","Serpinf1","20317","serine (or cysteine) peptidase inhibitor, clade F, member 1",0.153013211415661,6.0018390669672,0.274566343362983,0.786334225205283,0.801200245383293,-7.21172527756069
"35","1416203_at","Aqp1","11826","aquaporin 1",0.747960790869817,11.1490329741995,2.20013593984137,0.0391372548281038,0.0450045468208628,-4.98186500629949
"36","1416206_at","Sipa1","20469","signal-induced proliferation associated gene 1",-1.05410786960402,8.53749845642803,-5.56353470170817,1.60890705882609e-05,3.92734404824294e-05,2.63127274361776
"37","1416207_at","Tafazzin","66826","tafazzin, phospholipid-lysophospholipid transacylase",-0.782810243293712,8.78304537817906,-5.68479026393927,1.21661692315472e-05,3.07989055453755e-05,2.91272223757055
"38","1416210_at","Imp3","102462","IMP3, U3 small nucleolar ribonucleoprotein",-0.907608560684805,8.47720049110768,-7.23999879884975,3.942176031415e-07,1.85599460053745e-06,6.37880874559912
"39","1416225_at","Adh1","11522","alcohol dehydrogenase 1 (class I)",-0.586072817617628,6.66828607395749,-0.882379712686967,0.387567429801719,0.40998868607124,-6.85249728511223
"40","1416234_at","Lrrc59","98238","leucine rich repeat containing 59",1.15474595109659,7.81224586397872,6.51495542891146,1.87781067157775e-06,6.35662190973759e-06,4.79906337986957
"41","1416239_at","Ass1","11898","argininosuccinate synthetase 1",0.423630243639792,7.99838735149146,1.05283905716466,0.304387202908233,0.324848875224628,-6.6879837334775
"42","1416249_at","Nadk","192185","NAD kinase",1.08603927147138,8.41097704250705,3.80531032735302,0.00103484040062463,0.00147690114319111,-1.5199779469689
"43","1416250_at","Btg2","12227","BTG anti-proliferation factor 2",-0.510618922599409,9.04740876710658,-2.66321057603673,0.0145522313764425,0.0175828730731294,-4.06859971899791
"44","1416254_a_at","Vps16","80743","VSP16 CORVET/HOPS core subunit",-0.71795630986199,7.23562193682883,-3.76945956410847,0.00112701151108661,0.0015995284647993,-1.60377355721023
"45","1416289_at","Plod1","18822","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",1.21649986117288,5.96610880221144,5.20748669236984,3.68591923180753e-05,7.84239947615888e-05,1.7979120531971
"46","1416295_a_at","Il2rg","16186","interleukin 2 receptor, gamma chain",-1.04543046378571,10.3650199391814,-3.34112842659791,0.00309941094940582,0.00410581735082996,-2.59093155639159
"47","1416301_a_at","Ebf1","13591","early B cell factor 1",-2.50636597987977,6.89943001960727,-10.0775380452034,1.70402331789319e-09,2.95749131783496e-08,11.8877452355132
"48","1416313_at","Mllt11","56772","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",-0.932828065903321,6.38084714410703,-4.44647022875017,0.000223756173206594,0.000376233696820283,-0.00509378374893821
"49","1416316_at","Slc27a2","26458","solute carrier family 27 (fatty acid transporter), member 2",0.236941350026471,7.39383976542614,0.388798221329589,0.701342178011376,0.720335396473068,-7.17244002116529
"50","1416318_at","Serpinb1a","66222","serine (or cysteine) peptidase inhibitor, clade B, member 1a",0.37598290697991,9.56240413306538,1.11398179882724,0.277883685121258,0.298273473337702,-6.62260541919361
"51","1416326_at","Crip1","12925","cysteine-rich protein 1",-0.60506954811761,10.6529867040301,-2.16541205231108,0.0420257217742661,0.0481099375034639,-5.04618679951856
"52","1416329_at","Cyfip1","20430","cytoplasmic FMR1 interacting protein 1",1.8659477888434,8.38890650082263,7.56861246908843,1.98830121166395e-07,1.1055302618368e-06,7.0720248949145
"53","1416332_at","Cirbp","12696","cold inducible RNA binding protein",-1.19335887519865,7.49675153445121,-2.09420285356898,0.0485616581217406,0.0553754319784659,-5.17604751255416
"54","1416359_at","Snx18","170625","sorting nexin 18",1.46600638631433,8.65287099862142,9.67176020641506,3.48751531367125e-09,5.08302077332186e-08,11.1645210975525
"55","1416380_at","Mov10","17454","Mov10 RISC complex RNA helicase",0.552476769151357,6.38635465310337,2.60913926985236,0.0163901811212583,0.0196614656288184,-4.18004595787528
"56","1416381_a_at","Prdx5","54683","peroxiredoxin 5",2.08164778140108,10.7662361630131,11.8216289564866,9.67731203059223e-11,3.73945944125526e-09,14.7741984968917
"57","1416382_at","Ctsc","13032","cathepsin C",1.35942513472133,10.7045411556974,4.39367659016167,0.000253827937911736,0.000417877505500994,-0.130497315752887
"58","1416383_a_at","Pcx","18563","pyruvate carboxylase",-0.993119413380945,6.90728195320855,-3.82459783100012,0.000988384098163545,0.0014145427205024,-1.47483811499472
"59","1416393_at","Emg1","14791","EMG1 N1-specific pseudouridine methyltransferase",-0.708053933236627,9.58866351298254,-4.66387698420737,0.000133242896903461,0.000236876261161708,0.511452809586777
"60","1416410_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",-0.734152443841075,6.40940486892608,-4.10498752353645,0.000506122497995643,0.000777598556560448,-0.814841042213866
"61","1416414_at","Emilin1","100952","elastin microfibril interfacer 1",1.14174735928742,6.58538231384635,5.17873205806227,3.94308577369465e-05,8.31662169364227e-05,1.73021737149154
"62","1416431_at","Tubb6","67951","tubulin, beta 6 class V",1.53759926537354,6.96756271093557,4.06696446715867,0.000554273916302529,0.000837751277186406,-0.904689209632299
"63","1416433_at","Rpa2","19891","replication protein A2",-0.641190029544069,6.46705983516997,-3.26030108229176,0.0037429992108229,0.00490205643065168,-2.77353552848204
"64","1416435_at","Ltbr","17000","lymphotoxin B receptor",1.25752256501083,7.15608066678068,7.58046626947769,1.94033764610295e-07,1.09941647582895e-06,7.09675885330769
"65","1416441_at","Cpq","54381","carboxypeptidase Q",1.0992565623595,6.61304581066905,4.85839845518346,8.39436532316114e-05,0.000157432785547931,0.973095184061204
"66","1416443_a_at","Sae1","56459","SUMO1 activating enzyme subunit 1",-0.750252651252838,7.60434029321259,-5.17223824306607,4.00364114482739e-05,8.41833374189579e-05,1.71492244714411
"67","1416503_at","Lxn","17035","latexin",0.801992549231298,6.46708711196247,2.96115937554646,0.00745759821589584,0.00937578953109556,-3.43568099895757
"68","1416514_a_at","Fscn1","14086","fascin actin-bundling protein 1",2.26717229006566,5.32058188942595,5.76469965493105,1.01282288181545e-05,2.6356559872402e-05,3.0974625868972
"69","1416527_at","Rab32","67844","RAB32, member RAS oncogene family",1.37864647867556,7.75289818399272,5.55486688118517,1.64146887539484e-05,3.992551373882e-05,2.61110389584056
"70","1416530_a_at","Pnp","18950","purine-nucleoside phosphorylase",1.04289945410233,8.85879691964983,4.91311947669806,7.37413529129511e-05,0.000140616658068644,1.10275939300534
"71","1416536_at","Pwwp3a","68114","PWWP domain containing 3A, DNA repair factor",-1.61871735605915,5.85767455648915,-13.1184473079907,1.39776744346108e-11,1.30119442009467e-09,16.7089164843091
"72","1416542_at","Phf1","21652","PHD finger protein 1",-1.01490820132232,7.81111298143337,-6.49689538816538,1.95396909848529e-06,6.57098310952031e-06,4.75886340009805
"73","1416543_at","Nfe2l2","18024","nuclear factor, erythroid derived 2, like 2",0.976423992603134,8.75923146482729,3.69627675439342,0.00134111618620606,0.00188381752355968,-1.77435823578339
"74","1416600_a_at","Rcan1","54720","regulator of calcineurin 1",0.60073347488814,7.24592926160264,3.25851973283295,0.00375855753701984,0.00491854685994673,-2.77754400077586
"75","1416617_at","Acss1","68738","acyl-CoA synthetase short-chain family member 1",-1.56870813920828,7.66749505456961,-9.97235811486145,2.04779646365418e-09,3.39065600405842e-08,11.7022471268805
"76","1416625_at","Serping1","12258","serine (or cysteine) peptidase inhibitor, clade G, member 1",1.30482908885151,5.94995222917333,1.46331176291775,0.158200047844798,0.17298115215491,-6.18843071107213
"77","1416630_at","Id3","15903","inhibitor of DNA binding 3",-1.68122856854682,7.0810631452635,-7.841396195596,1.13897705550916e-07,7.2322411162075e-07,7.63638807179508
"78","1416649_at","Ambp","11699","alpha 1 microglobulin/bikunin precursor",0.54589448650532,6.79511107252275,0.545587316404588,0.591102420564284,0.613261275235894,-7.09688902211081
"79","1416654_at","Slc31a2","20530","solute carrier family 31, member 2",1.45109956015214,7.65714087505517,9.24891625253331,7.51314034486557e-09,8.36245186211124e-08,10.3887224004214
"80","1416666_at","Serpine2","20720","serine (or cysteine) peptidase inhibitor, clade E, member 2",0.90392941659131,6.73256500498624,4.07382912845328,0.000545254762861312,0.000825948043150863,-0.88847469795649
"81","1416676_at","Kng1","16644","kininogen 1",0.450342737621761,5.73110095185729,0.468731311331162,0.644094287714882,0.66655133968675,-7.1370259858065
"82","1416677_at","Apoh","11818","apolipoprotein H",0.255840102322384,7.82427928973036,0.284903898626283,0.778510465094194,0.793738548813546,-7.20872190700337
"83","1416708_a_at","Gramd1a","52857","GRAM domain containing 1A",-1.39291697338565,8.48690350978944,-7.44274949170135,2.57982265287895e-07,1.34782571252451e-06,6.80823051496085
"84","1416713_at","Tppp3","67971","tubulin polymerization-promoting protein family member 3",0.360296966090166,7.22497000113119,1.16999309782663,0.255120330677917,0.274848204749276,-6.55984655684089
"85","1416722_at","Hmg20a","66867","high mobility group 20A",-0.836413440964221,8.26667480754957,-7.06760171739713,5.677985445867e-07,2.45845966028237e-06,6.00936546507024
"86","1416729_at","Plg","18815","plasminogen",-0.000105031642251951,6.43270373766092,-0.000113727575188693,0.999910332709103,0.999910332709103,-7.25094918098688
"87","1416731_at","Top2b","21974","topoisomerase (DNA) II beta",-1.24390966130635,8.24799198419772,-5.88129831770595,7.76072020422361e-06,2.10795158862732e-05,3.36591048829689
"88","1416735_at","Asah1","11886","N-acylsphingosine amidohydrolase 1",1.13209540667146,8.83938247798625,6.8949181941974,8.2155755739095e-07,3.24964682022571e-06,5.63539031049266
"89","1416740_at","Col5a1","12831","collagen, type V, alpha 1",1.53816104476897,5.26673299399567,5.55240551949257,1.65083715555914e-05,4.01057472667274e-05,2.60537546275201
"90","1416766_at","Mtarc2","67247","mitochondrial amidoxime reducing component 2",-0.866992521801496,8.82826339806975,-6.53375218644946,1.80177592244257e-06,6.15958059029407e-06,4.84086086474507
"91","1416775_at","Dmac2","66349","distal membrane arm assembly complex 2",-1.00761445619486,6.9735120396319,-7.4878191023373,2.34953257043461e-07,1.25635579745433e-06,6.90293692008713
"92","1416799_at","Trpm7","58800","transient receptor potential cation channel, subfamily M, member 7",-0.739763609073029,7.46438245412451,-3.76846600032842,0.00112967845288017,0.00160220323510983,-1.606093790026
"93","1416802_a_at","Cdca5","67849","cell division cycle associated 5",1.17997515212096,5.99274609092663,2.57233120715057,0.017764098329573,0.0211639752059136,-4.25524751261678
"94","1416809_at","Cyp3a11","13112","cytochrome P450, family 3, subfamily a, polypeptide 11",-2.44611772153277,6.48078946505403,-1.50477289309044,0.147285593296707,0.161391597149094,-6.13041003022152
"95","1416814_at","Tia1","21841","cytotoxic granule-associated RNA binding protein 1",-1.17954209019093,7.1544689867598,-7.39007936071166,2.87870114987671e-07,1.47300448362018e-06,6.69720633259462
"96","1416858_a_at","Fkbp3","30795","FK506 binding protein 3",-1.4718226688419,8.26214132484509,-9.75212872928565,3.0215879726639e-09,4.55015600589387e-08,11.3093978562166
"97","1416863_at","Abhd8","64296","abhydrolase domain containing 8",-1.02195495459344,5.9071526559351,-4.9371527682045,6.9666011203086e-05,0.00013359175182015,1.15967134950469
"98","1416871_at","Adam8","11501","a disintegrin and metallopeptidase domain 8",2.18635409552155,8.49130277401335,8.18961492813616,5.67438775414646e-08,4.13563918878717e-07,8.34213557642001
"99","1416881_at","Mcl1","17210","myeloid cell leukemia sequence 1",1.1054524795257,9.49795622064111,5.58089183378489,1.54566707110783e-05,3.78651454740291e-05,2.67164091970565
"100","1416892_s_at","Fam107b","66540","family with sequence similarity 107, member B",-0.515175986161966,10.6709262278516,-3.25718690051852,0.00377023966814829,0.00492439466860185,-2.7805427368112
"101","1416897_at","Parp9","80285","poly (ADP-ribose) polymerase family, member 9",1.0159299946557,8.68249865461483,5.03776268913998,5.49348125277409e-05,0.000109548681652204,1.39764728175127
"102","1416913_at","Ces1c","13884","carboxylesterase 1C",-0.271342896455634,4.48222449882403,-0.460426784699685,0.649945312372037,0.671588294519642,-7.14100684925423
"103","1416915_at","Msh6","17688","mutS homolog 6",-1.17426588089178,6.04819438570617,-5.24819751948718,3.35064233901864e-05,7.2156840276658e-05,1.89366425557965
"104","1416930_at","Ly6d","17068","lymphocyte antigen 6 family member D",-1.45999284892506,7.43267495790189,-6.52832015937205,1.82341862573571e-06,6.18271745944824e-06,4.82878636351615
"105","1416939_at","Ppa1","67895","pyrophosphatase (inorganic) 1",0.95014758645447,7.29750348477544,5.88453144032718,7.70380240252426e-06,2.09527056047406e-05,3.3733347685973
"106","1416957_at","Pou2af1","18985","POU domain, class 2, associating factor 1",-2.36358459789856,9.35364686242419,-10.1042939450359,1.62653173368872e-09,2.84712563298676e-08,11.9347155154701
"107","1416958_at","Nr1d2","353187","nuclear receptor subfamily 1, group D, member 2",-1.07350050480954,7.62355875080408,-4.95349372413232,6.70259376676366e-05,0.00012998969729481,1.19835394810576
"108","1416983_s_at","Foxo1","56458","forkhead box O1",-1.74144018440296,9.11737132913052,-10.549252861883,7.59189058544034e-10,1.72757687988687e-08,12.7031263586211
"109","1416996_at","Tbc1d8","54610","TBC1 domain family, member 8",2.08697323989961,7.11608100006751,7.44882459209969,2.54747063055083e-07,1.33432732771563e-06,6.82101230254307
"110","1417009_at","C1ra","50909","complement component 1, r subcomponent A",1.17593192619169,6.23677699111443,2.49257701915681,0.0211203059827586,0.0249880916537779,-4.41626748288292
"111","1417010_at","Zbtb18","30928","zinc finger and BTB domain containing 18",-1.17852631058233,8.70599783936689,-6.23866945259252,3.46528565623181e-06,1.06881099758475e-05,4.17980121170167
"112","1417019_a_at","Cdc6","23834","cell division cycle 6",0.641421446308575,4.93643147348042,2.26433438613696,0.0342685748935155,0.039641260404094,-4.8612818372807
"113","1417025_at","H2-Eb1","14969","histocompatibility 2, class II antigen E beta",-2.0976542855557,10.9669971430347,-8.90101449495604,1.43647912251709e-08,1.32518434365541e-07,9.73303129149233
"114","1417049_at","Rhd","19746","Rh blood group, D antigen",0.300632823818722,9.0100369712746,1.11856418685524,0.27596729496985,0.296371798688124,-6.61757327264115
"115","1417062_at","Armc10","67211","armadillo repeat containing 10",-0.949220543445954,7.16774591273399,-5.3816558058152,2.45355356114317e-05,5.56969583544301e-05,2.2067638427841
"116","1417066_at","Coq8a","67426","coenzyme Q8A",-1.06232980427939,7.67562946591957,-7.85467686211958,1.10877978940695e-07,7.07408413926929e-07,7.66360666083686
"117","1417071_s_at","Cyp4v3","102294","cytochrome P450, family 4, subfamily v, polypeptide 3",-0.0458856170318338,6.70708084078888,-0.12317771617696,0.903138472936369,0.911595659228036,-7.2430433918324
"118","1417074_at","Ceacam10","26366","CEA cell adhesion molecule 10",3.034058868488,6.96018475985565,6.74984651419343,1.12395268510115e-06,4.15497310304539e-06,5.31823032457716
"119","1417075_at","Fam136a","66488","family with sequence similarity 136, member A",-0.856423978959846,6.03319781481968,-5.23822046897589,3.42983078159333e-05,7.3784594965369e-05,1.87020812714599
"120","1417114_at","Gmcl1","23885","germ cell-less, spermatogenesis associated 1",-0.882547084912241,6.5364243104669,-5.33391180136269,2.74239514729765e-05,6.13816968488042e-05,2.09490009794186
"121","1417124_at","Dstn","56431","destrin",1.24929257085607,10.9953412802446,7.35264888831032,3.11262670389464e-07,1.55829465849114e-06,6.61807948926013
"122","1417126_a_at","Rpl22l1","68028","ribosomal protein L22 like 1",-0.903047523947698,11.4264749545681,-6.94832405957326,7.32544912553411e-07,3.0125541785329e-06,5.75146485206041
"123","1417138_s_at","Polr2e","66420","polymerase (RNA) II (DNA directed) polypeptide E",-0.785965129802173,8.04441532739016,-5.08121577557917,4.95890336274136e-05,0.000100552812741528,1.50027684963018
"124","1417141_at","Igtp","16145","interferon gamma induced GTPase",0.957164060379228,11.1108636591854,5.42999902795763,2.19254420724626e-05,5.06237940974109e-05,2.31985651107368
"125","1417153_at","Nacc2","67991","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",-1.07026777365242,6.37292815774423,-5.6688492499439,1.26203889937189e-05,3.18307348018919e-05,2.87579698244357
"126","1417160_s_at","Wfdc18","14038","WAP four-disulfide core domain 18",1.00640081916458,6.7235793354474,5.43181727139494,2.18329809842328e-05,5.04672066091521e-05,2.32410652277649
"127","1417168_a_at","Usp2","53376","ubiquitin specific peptidase 2",1.0835863095815,5.64609642889249,4.54297896908146,0.000177724679725438,0.000303823158662518,0.224214867724575
"128","1417171_at","Itk","16428","IL2 inducible T cell kinase",-1.34536455434781,7.9450730330327,-3.48449438692104,0.00221345074767348,0.00299613161350646,-2.26384033384927
"129","1417185_at","Ly6a","110454","lymphocyte antigen 6 family member A",1.38100162497645,9.04022618544063,3.14791649783458,0.00485811332850926,0.00628119703079985,-3.02498767031037
"130","1417190_at","Nampt","59027","nicotinamide phosphoribosyltransferase",2.12506464048911,7.81234067525246,6.48958346588183,1.98569807868301e-06,6.65582596586383e-06,4.74257642630451
"131","1417219_s_at","Tmsb10","19240","thymosin beta 10",-1.30581887686826,10.3849755564457,-6.29041662048189,3.08736192902422e-06,9.68287477893048e-06,4.2964720276027
"132","1417244_a_at","Irf7","54123","interferon regulatory factor 7",1.06954796033263,10.2199617066724,3.22653323241277,0.00404887949526168,0.00526482870241011,-2.84939968124483
"133","1417246_at","Pzp","11287","PZP, alpha-2-macroglobulin like",0.673348459500538,6.460391967145,0.460689051060074,0.649760173176254,0.671588294519642,-7.14088219515609
"134","1417255_at","Ift140","106633","intraflagellar transport 140",-0.803592275969996,7.21155621902116,-6.78574303425803,1.03981806171159e-06,3.93908704978716e-06,5.39695920765071
"135","1417268_at","Cd14","12475","CD14 antigen",4.31739082091174,8.82296034276407,11.933861789119,8.13408415832773e-11,3.39971517474596e-09,14.9483710917091
"136","1417277_at","Cyp4f16","70101","cytochrome P450, family 4, subfamily f, polypeptide 16",0.465059759481896,7.07945444642016,1.62851803703777,0.118336110766168,0.130789182325479,-5.94960104513637
"137","1417290_at","Lrg1","76905","leucine-rich alpha-2-glycoprotein 1",4.61211973740877,10.1274074853421,14.0610308575958,3.75741009216247e-12,7.69517586874875e-10,18.0150726572309
"138","1417291_at","Tnfrsf1a","21937","tumor necrosis factor receptor superfamily, member 1a",0.977828853658803,9.49583573475298,5.25507095181976,3.29717016143262e-05,7.1227142747224e-05,1.90981991728544
"139","1417292_at","Ifi47","15953","interferon gamma inducible protein 47",1.24307238145891,10.2969332902445,3.20364630973781,0.0042698756776778,0.00554163839536383,-2.90066929283905
"140","1417297_at","Itpr3","16440","inositol 1,4,5-triphosphate receptor 3",-1.32135144531185,8.15003696486322,-9.12078222688821,9.52182372499678e-09,9.9797535928251e-08,10.1490738582833
"141","1417300_at","Smpdl3b","100340","sphingomyelin phosphodiesterase, acid-like 3B",2.39956376145831,8.16947249724158,5.53897121154054,1.70293866191387e-05,4.12248035413665e-05,2.5741000941881
"142","1417314_at","Cfb","14962","complement factor B",2.67617112764125,7.36778727366215,4.58854418535385,0.000159429185253454,0.000277173999489876,0.332483998474578
"143","1417321_at","Zcchc7","319885","zinc finger, CCHC domain containing 7",-1.12781109756343,7.86606526003518,-6.5702053358365,1.66319711583293e-06,5.79290424018e-06,4.92179635737924
"144","1417336_a_at","Sytl4","27359","synaptotagmin-like 4",0.55450904895833,9.59514749591478,2.20867200877836,0.0384554256099891,0.0442951134135307,-4.96595513951036
"145","1417338_at","Epb42","13828","erythrocyte membrane protein band 4.2",-0.665424624739511,8.58256865493514,-2.03272378635035,0.0549259250400592,0.062251408125092,-5.28587667119193
"146","1417364_at","Eef1g","67160","eukaryotic translation elongation factor 1 gamma",-0.871198759139022,11.3573447437438,-6.75442845496728,1.11283509412005e-06,4.15134111613453e-06,5.32828864689743
"147","1417372_a_at","Peli1","67245","pellino 1",-1.11034800614028,9.30633367683191,-4.68178012504141,0.00012768534625287,0.000228583556928214,0.553975269341825
"148","1417381_at","C1qa","12259","complement component 1, q subcomponent, alpha polypeptide",0.657744925588897,7.06039266894316,1.08858300145659,0.288681916725985,0.309215776911515,-6.65016377356076
"149","1417384_at","Entpd5","12499","ectonucleoside triphosphate diphosphohydrolase 5",-1.26752354371228,6.8993333520849,-6.72264283846716,1.19235202518895e-06,4.36840241071015e-06,5.25845768725688
"150","1417385_at","Npepps","19155","aminopeptidase puromycin sensitive",1.14411116903197,8.65242032164306,6.1238422591013,4.48262309767927e-06,1.32473479134879e-05,3.9198156494922
"151","1417391_a_at","Il16","16170","interleukin 16",-0.883910346845887,9.47283009181451,-4.6656674608726,0.000132676286994451,0.000236073879899771,0.515705658402752
"152","1417392_a_at","Slc7a7","20540","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7",1.5677892778334,7.09115552431103,6.56470322543516,1.68339135556189e-06,5.83031719335145e-06,4.90959072887978
"153","1417409_at","Jun","16476","jun proto-oncogene",1.82328013895762,5.97995193405572,10.1639296695032,1.46669622080362e-09,2.68701335485386e-08,12.0390913343201
"154","1417444_at","E2f5","13559","E2F transcription factor 5",-1.0415082720768,4.96167073286271,-6.41853311751636,2.32296360305495e-06,7.58760679275365e-06,4.58397767939528
"155","1417460_at","Ifitm2","80876","interferon induced transmembrane protein 2",2.51960889530869,11.1890793786114,12.009453688173,7.24094254345014e-11,3.08946881853873e-09,15.0649372611448
"156","1417523_at","Plek","56193","pleckstrin",1.01554465962007,9.17132955891204,5.63007177754443,1.37989155076502e-05,3.42854572416693e-05,2.78587697624337
"157","1417527_at","Ap3m2","64933","adaptor-related protein complex 3, mu 2 subunit",-1.1216586554266,6.37663405066897,-6.18635690342134,3.89567990209701e-06,1.1732871234551e-05,4.06154295371355
"158","1417540_at","Elf1","13709","E74 like ETS transcription factor 1",-0.623195313072916,9.05661324042255,-4.68090195545216,0.00012795241916438,0.000228661914876658,0.55188961030387
"159","1417542_at","Rps6ka2","20112","ribosomal protein S6 kinase, polypeptide 2",1.17487675967843,7.10399195397995,7.11670026860199,5.11552246553822e-07,2.25640605755845e-06,6.1149831327491
