"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)",47,-0.423956174406123,-2.07824656820009,0.000214488927650018,0.00311008945092526,0.00261257190069946,171,"tags=30%, list=8%, signal=28%","107986/12500/12502/100504404/14961/14960/17060/14969/15001/12902/12478/15000/15002/14128"
"mmu04613","Neutrophil extracellular trap formation - Mus musculus (house mouse)",41,0.42487767328025,2.12867361863712,0.00023136801157401,0.0031311804233016,0.00263028897368348,242,"tags=37%, list=12%, signal=33%","12796/14289/14293/26415/14129/21898/12273/246256/18602/16409/16415/24088/12363/17969/14131"
"mmu05340","Primary immunodeficiency - Mus musculus (house mouse)",18,-0.588807649567628,-2.16409808522925,0.000254081863290034,0.00317906769373648,0.00267051577073015,288,"tags=56%, list=14%, signal=48%","12525/16818/12265/12500/16197/12526/72049/17060/12478/12518"
"mmu04610","Complement and coagulation cascades - Mus musculus (house mouse)",36,-0.466889590251546,-2.10642725325717,0.000266227343810444,0.00317906769373648,0.00267051577073015,266,"tags=42%, list=13%, signal=37%","230558/12258/110135/14061/14161/16644/12630/22370/12268/18815/13136/12902/11905/20702/20701"
"mmu05322","Systemic lupus erythematosus - Mus musculus (house mouse)",24,-0.527230473359805,-2.09009807228883,0.000317813046833093,0.0035842249170621,0.00301086044368193,127,"tags=33%, list=6%, signal=32%","12268/100504404/14961/14960/14969/15001/15000/15002"
"mmu05134","Legionellosis - Mus musculus (house mouse)",22,0.51343088585974,2.10637682891382,0.000493498168622677,0.00527263832791597,0.00442918023916198,178,"tags=36%, list=9%, signal=34%","20310/12475/15511/21898/330122/16409/16415/24088"
"mmu03320","PPAR signaling pathway - Mus musculus (house mouse)",16,-0.579268895289861,-2.03309344550033,0.000795579379218724,0.00807513069907005,0.00678336102281228,66,"tags=31%, list=3%, signal=30%","20249/14080/11814/11806/11807"
"mmu04662","B cell receptor signaling pathway - Mus musculus (house mouse)",25,-0.503527659403146,-2.02547794613233,0.000934076087371171,0.00867470446833688,0.00728702164309346,152,"tags=40%, list=7%, signal=37%","108723/12143/12517/17060/12902/12478/242248/12483/12518/15985"
"mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)",30,-0.463591448422834,-1.98477323813037,0.000940115755189218,0.00867470446833688,0.00728702164309346,652,"tags=63%, list=32%, signal=44%","18803/14462/18018/19057/19094/12501/16150/16159/12503/16818/12500/12502/100504404/14961/14960/14969/15001/15000/15002"
"mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)",21,-0.530372038101134,-2.04140153748474,0.00184577169477984,0.0162909414800134,0.0136848976912739,90,"tags=33%, list=4%, signal=32%","100504404/14961/14960/14969/15001/15000/15002"
"mmu04659","Th17 cell differentiation - Mus musculus (house mouse)",36,-0.407689108804579,-1.83933732422565,0.00329683572080116,0.0278857354717765,0.0234248853846399,682,"tags=61%, list=33%, signal=41%","16195/17128/18803/14462/18018/19057/19094/12501/21813/16150/12503/16364/16818/12500/12502/100504404/14961/14960/14969/15001/15000/15002"
"mmu05144","Malaria - Mus musculus (house mouse)",19,0.481027598409816,1.88927959682062,0.00476559773274745,0.0386966535899093,0.0325063929560037,483,"tags=58%, list=24%, signal=45%","21898/170733/16415/14934/24088/16633/21825/20344/17874/16971/15978"
