"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002758","innate immune response-activating signaling pathway","40/475","278/28905",0.143884892086331,8.7557743279061,16.7956568096576,8.72454313249587e-26,3.41526206622975e-23,2.1072485039636e-23,"Ltf/Cd14/Acod1/Gbp2/Clec4e/Tlr4/App/Clec4n/Cd300lf/Smpdl3b/Slc15a3/Casp4/Tlr2/S100a9/Ifih1/Ffar2/Lamp2/Irgm1/Cd274/Lbp/Dhx58/Flot1/Irgm2/Tlr13/Irak3/Tirap/S100a8/Casp1/Mefv/Myd88/Trim30a/Ifi207/Ifi204/Oasl1/Cyba/Irf1/Irf7/Nlrx1/Ddx60/Tifab",40
"GO:0060326","cell chemotaxis","43/475","334/28905",0.12874251497006,7.83432083202017,16.2383996060831,1.20621957394029e-25,4.32831790448909e-23,2.67061246019763e-23,"Saa3/Cxcl2/Spp1/Fpr2/Cxcl3/Anxa1/Cxcl10/Ccr5/App/Mmp9/Aif1/C5ar1/Trem1/Itgam/Cmklr1/Ccr1/Adam8/Ccn3/S100a9/Lgals3/Ffar2/Trem3/Ccrl2/Pla2g7/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Mtus1/Spi1/Tirap/Met/Fcer1g/S100a8/Gab1/Bst1/Dusp1/Gpr35/Agtr1a",43
"GO:0002274","myeloid leukocyte activation","40/475","281/28905",0.142348754448399,8.66229631017045,16.6833895401001,1.32487437215296e-25,4.38839157422356e-23,2.70767847393851e-23,"Cd177/Mmp8/Plscr1/Camp/Anxa1/Anxa3/Fcgr4/Tlr4/App/Cd300lf/Aif1/C5ar1/Itgam/Slc11a1/Pirb/Nampt/Tlr2/Pram1/Jun/Cxcr2/Fcgr3/Irgm1/Thbs1/Lbp/Itgb2l/Tmem106a/Ifng/Grn/Pilrb1/Spi1/Fgr/Fcer1g/Milr1/Ctsc/Casp1/Il18rap/Myd88/Ltbr/Ptpre/Batf2",40
"GO:0002221","pattern recognition receptor signaling pathway","39/475","267/28905",0.146067415730337,8.88858663512714,16.7386657453461,2.04705135192248e-25,6.29614508669871e-23,3.88478015958823e-23,"Ltf/Cd14/Acod1/Gbp2/Clec4e/Tlr4/App/Cd300lf/Smpdl3b/Slc15a3/Casp4/Tlr2/S100a9/Ifih1/Ffar2/Lamp2/Irgm1/Cd274/Lbp/Dhx58/Flot1/Irgm2/Tlr13/Irak3/Tirap/S100a8/Casp1/Mefv/Myd88/Trim30a/Ifi207/Ifi204/Oasl1/Cyba/Irf1/Irf7/Nlrx1/Ddx60/Tifab",39
"GO:0002237","response to molecule of bacterial origin","47/475","422/28905",0.111374407582938,6.77742579196807,15.4537928228271,3.62620550109636e-25,1.04096272584806e-22,6.42283697176647e-23,"Ltf/Wfdc21/Mmp8/Cd14/Acod1/Cxcl2/Plscr1/Cxcl3/Gbp2/Gbp2b/Fcgr4/Tlr4/Cxcl10/Cebpb/C5ar1/Il36g/Slc11a1/Casp4/Tlr2/S100a9/Mgst1/Slpi/Cmpk2/Gbp3/Irgm1/Cd274/Lbp/Cxcl1/Irgm2/Cxcl9/Xbp1/Irak3/Ifng/Noct/Fosl2/Spi1/Tirap/S100a8/Cd68/Trim30d/Casp1/Fcgr2b/Myd88/Trim30a/Gbp6/Scarb1/Tifab",47
"GO:0030595","leukocyte chemotaxis","37/475","242/28905",0.152892561983471,9.30391474554154,16.7674527859262,6.92605605620815e-25,1.86397483612702e-22,1.15008983459667e-22,"Cxcl2/Spp1/Fpr2/Cxcl3/Anxa1/Cxcl10/App/Mmp9/Aif1/C5ar1/Trem1/Itgam/Cmklr1/Ccr1/Adam8/Ccn3/S100a9/Lgals3/Ffar2/Trem3/Pla2g7/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Mtus1/Spi1/Tirap/Fcer1g/S100a8/Bst1/Dusp1/Gpr35",37
"GO:0006909","phagocytosis","36/475","239/28905",0.150627615062762,9.16608676502973,16.3857657328472,5.16490729761219e-24,1.30824063667753e-21,8.07196657533942e-22,"Fpr2/Tgm2/Anxa1/Anxa3/Tlr4/Cd302/C3/Rab20/Fcgr1/Cd300lf/Aif1/Itgam/Slc11a1/Hck/Cfp/Tlr2/Msr1/Prtn3/Fcgr3/Thbs1/Lbp/Il15ra/Ifng/Mertk/Fgr/Met/Fcer1g/Ncf4/Fcgr2b/Myd88/Siglece/Rab31/Anxa11/Rab27a/Cyba/Scarb1",36
"GO:0062207","regulation of pattern recognition receptor signaling pathway","31/475","171/28905",0.181286549707602,11.0317636195753,17.0064885482747,2.48722125674655e-23,5.90587917193467e-21,3.64398245531647e-21,"Ltf/Cd14/Acod1/Gbp2/Tlr4/App/Cd300lf/Smpdl3b/Slc15a3/Casp4/S100a9/Lamp2/Irgm1/Lbp/Dhx58/Flot1/Irgm2/Irak3/Tirap/S100a8/Mefv/Myd88/Trim30a/Ifi207/Ifi204/Oasl1/Cyba/Irf1/Irf7/Nlrx1/Ddx60",31
"GO:0032496","response to lipopolysaccharide","44/475","402/28905",0.109452736318408,6.66048703849175,14.7726663682333,2.60593832482022e-23,5.90587917193467e-21,3.64398245531647e-21,"Ltf/Wfdc21/Mmp8/Cd14/Acod1/Cxcl2/Plscr1/Cxcl3/Gbp2/Gbp2b/Fcgr4/Tlr4/Cxcl10/Cebpb/Il36g/Slc11a1/Casp4/S100a9/Mgst1/Slpi/Cmpk2/Gbp3/Irgm1/Cd274/Lbp/Cxcl1/Irgm2/Cxcl9/Xbp1/Irak3/Ifng/Noct/Fosl2/Spi1/Tirap/S100a8/Cd68/Trim30d/Casp1/Myd88/Trim30a/Gbp6/Scarb1/Tifab",44
"GO:0006935","chemotaxis","46/475","465/28905",0.0989247311827957,6.01983022071307,14.1054861378553,1.74237749433961e-22,3.75133874531318e-20,2.31461094511219e-20,"Prok2/Saa3/Cxcl2/Spp1/Fpr2/Rnase2a/Fpr1/Cxcl3/Anxa1/Cxcl10/Ccr5/App/Mmp9/Aif1/C5ar1/Trem1/Itgam/Cmklr1/Ccr1/Adam8/Ccn3/S100a9/Lgals3/Ffar2/Trem3/Ccrl2/Pla2g7/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Mtus1/Spi1/Tirap/Met/Fcer1g/S100a8/Gab1/Bst1/Dusp1/Gpr35/Agtr1a",46
"GO:0042330","taxis","46/475","467/28905",0.0985010706638116,5.99404936323679,14.0636838636719,2.08181140843897e-22,4.26870472606582e-20,2.6338305738847e-20,"Prok2/Saa3/Cxcl2/Spp1/Fpr2/Rnase2a/Fpr1/Cxcl3/Anxa1/Cxcl10/Ccr5/App/Mmp9/Aif1/C5ar1/Trem1/Itgam/Cmklr1/Ccr1/Adam8/Ccn3/S100a9/Lgals3/Ffar2/Trem3/Ccrl2/Pla2g7/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Mtus1/Spi1/Tirap/Met/Fcer1g/S100a8/Gab1/Bst1/Dusp1/Gpr35/Agtr1a",46
"GO:0035456","response to interferon-beta","22/475","72/28905",0.305555555555556,18.5938596491228,19.320564204093,2.88238001231686e-22,5.64160378774381e-20,3.48092208186017e-20,"Ifitm6/Acod1/Ifitm1/Gbp2/Gbp2b/Ifi202b/Ifitm2/Iigp1/Xaf1/Ifit1/Gbp3/Irgm1/Gbp7/Ifit3/Irgm2/Iigp1c/Ifitm3/Ifi47/Gbp6/Ifi207/Ifi204/Irf1",22
"GO:0050727","regulation of inflammatory response","43/475","411/28905",0.104622871046229,6.36657702650788,14.1637716819284,4.97870444086336e-22,9.3210005749381e-20,5.75114416875932e-20,"Mmp8/Acod1/Fpr2/Ier3/Anxa1/Tlr4/C3/Pglyrp1/Ccr5/App/Cebpb/Fcgr1/Socs3/Zbp1/Ggt1/Smpdl3b/Adam8/Casp4/Ccn3/Tlr2/S100a9/Nupr1/Ffar2/Fcgr3/Irgm1/Ncf1/Lbp/Irgm2/Ifng/Grn/Cd44/Alox5ap/Fcer1g/Ctsc/S100a8/Casp1/Fcgr2b/Mefv/Myd88/Siglece/Bst1/Nlrx1/Metrnl",43
"GO:0009615","response to virus","41/475","377/28905",0.108753315649867,6.61792545023035,14.1921545943256,1.10486363875955e-21,1.98230951187443e-19,1.22310343167944e-19,"Lcn2/Ifitm6/Acod1/Ifitm1/Plscr1/Gbp2b/Oasl2/Cxcl10/Rtp4/Zbp1/Ifitm2/Oas2/Ifih1/Ifit1/Irgm1/Gbp7/Ifit3/Dhx58/Irgm2/Tlr13/Cxcl9/Mlkl/Irak3/Ifitm3/Ifng/Ifi44l/Samhd1/Bcl3/Trim30d/Casp1/Myd88/Ifit2/Trim30a/Ifi207/Ifi204/Oasl1/Irf1/Irf7/Stat2/Ddx60/Parp9",41
"GO:0097530","granulocyte migration","29/475","169/28905",0.171597633136095,10.4421675490501,15.9125304117245,3.32789457038071e-21,5.73196560802374e-19,3.53667616658565e-19,"Cd177/Cxcl2/Spp1/Cxcl3/Anxa1/Cxcl10/C5ar1/Trem1/Itgam/Cmklr1/Adam8/Tlr2/S100a9/Lgals3/Trem3/Prtn3/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Tirap/Fcer1g/S100a8/Myd88/Bst1",29
"GO:0051607","defense response to virus","37/475","314/28905",0.117834394904459,7.17053302044921,14.210526905295,7.22795327187989e-21,1.19706026110442e-18,7.38597330292504e-19,"Ifitm6/Acod1/Ifitm1/Plscr1/Gbp2b/Oasl2/Cxcl10/Rtp4/Zbp1/Ifitm2/Oas2/Ifih1/Ifit1/Irgm1/Gbp7/Ifit3/Dhx58/Irgm2/Cxcl9/Mlkl/Ifitm3/Ifng/Ifi44l/Samhd1/Trim30d/Casp1/Myd88/Ifit2/Trim30a/Ifi207/Ifi204/Oasl1/Irf1/Irf7/Stat2/Ddx60/Parp9",37
"GO:1990266","neutrophil migration","26/475","140/28905",0.185714285714286,11.3012030075188,15.7927268488204,4.80519859833865e-20,7.66340191275786e-18,4.72839035563616e-18,"Cd177/Cxcl2/Spp1/Cxcl3/Cxcl10/C5ar1/Trem1/Itgam/Adam8/Tlr2/S100a9/Lgals3/Trem3/Prtn3/Cxcr2/Fcgr3/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Tirap/Fcer1g/S100a8/Myd88/Bst1",26
"GO:0071219","cellular response to molecule of bacterial origin","36/475","322/28905",0.111801242236025,6.80339980385747,13.536109881275,1.434508691803e-19,2.20606943817991e-17,1.36116539026721e-17,"Ltf/Mmp8/Cd14/Acod1/Cxcl2/Plscr1/Cxcl3/Gbp2/Gbp2b/Fcgr4/Tlr4/Cxcl10/Cebpb/Il36g/Tlr2/Cmpk2/Gbp3/Irgm1/Cd274/Lbp/Cxcl1/Irgm2/Cxcl9/Xbp1/Irak3/Ifng/Spi1/Tirap/Cd68/Trim30d/Casp1/Fcgr2b/Myd88/Trim30a/Gbp6/Tifab",36
"GO:0071216","cellular response to biotic stimulus","36/475","350/28905",0.102857142857143,6.25912781954887,12.795109748509,2.24440675019508e-18,3.33255705735862e-16,2.05621874319143e-16,"Ltf/Mmp8/Cd14/Acod1/Cxcl2/Plscr1/Cxcl3/Gbp2/Gbp2b/Fcgr4/Tlr4/Cxcl10/Cebpb/Il36g/Tlr2/Cmpk2/Gbp3/Irgm1/Cd274/Lbp/Cxcl1/Irgm2/Cxcl9/Xbp1/Irak3/Ifng/Spi1/Tirap/Cd68/Trim30d/Casp1/Fcgr2b/Myd88/Trim30a/Gbp6/Tifab",36
"GO:0002685","regulation of leukocyte migration","31/475","253/28905",0.122529644268775,7.45625130018723,13.3321614705586,3.62431429684257e-18,5.2020991207347e-16,3.20974360885286e-16,"Fpr2/Anxa1/Cxcl10/App/Mmp9/Aif1/C5ar1/Trem1/Cmklr1/Ccr1/Adam8/Ccn3/Tlr2/Lgals3/Mmp14/Pla2g7/Cxcr2/Thbs1/Lbp/Mtus1/Spi1/Tirap/Selp/Icam1/St3gal4/Myd88/Bst1/Adtrp/Dusp1/Emilin1/Plcb1",31
"GO:0002697","regulation of immune effector process","41/475","473/28905",0.0866807610993657,5.27475242016246,12.116444050955,4.6279438229346e-18,6.42836325856657e-16,3.96636000308554e-16,"Cd177/Anxa1/Tlr4/C3/Pglyrp1/Fcgr1/Itgam/Casp4/Cfp/Tlr2/S100a9/Lgals3/Pram1/Ffar2/Fcgr3/Ncf1/Lbp/Itgb2l/Dhx58/Cxcl1/Ceacam1/Xbp1/Irak3/Ifng/Grn/Spi1/Fgr/Tirap/Fcer1g/Casp1/Fcgr2b/Il18rap/Myd88/Pik3r6/Vsir/Gpi1/Irf1/Nlrx1/Ddx60/Pnp/Clec4g",41
"GO:0071621","granulocyte chemotaxis","24/475","137/28905",0.175182481751825,10.6603150211295,14.6498806542541,5.52182054193628e-18,7.43029976674301e-16,4.58456416047605e-16,"Cxcl2/Spp1/Cxcl3/Anxa1/Cxcl10/C5ar1/Trem1/Itgam/Cmklr1/S100a9/Lgals3/Trem3/Cxcr2/Fcgr3/Thbs1/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Tirap/Fcer1g/S100a8/Bst1",24
"GO:0050764","regulation of phagocytosis","23/475","123/28905",0.186991869918699,11.3789473684211,14.9101746367108,5.96757918905672e-18,7.78678666305402e-16,4.80451989575093e-16,"Fpr2/Tgm2/C3/Fcgr1/Cd300lf/Slc11a1/Hck/Cfp/Tlr2/Prtn3/Fcgr3/Lbp/Il15ra/Ifng/Mertk/Fgr/Fcer1g/Fcgr2b/Siglece/Rab31/Rab27a/Cyba/Scarb1",23
"GO:0001906","cell killing","32/475","285/28905",0.112280701754386,6.83257617728532,12.7904370386213,1.39722371760652e-17,1.76954274353343e-15,1.09182435394392e-15,"Ltf/Camp/Gbp2/Gbp2b/Fcgr4/Cxcl10/C3/Pglyrp1/Ccr5/Fcgr1/Trem1/Itgam/Lgals3/Trem3/Gbp3/Fcgr3/Gbp7/Ncf1/Cxcl1/Ceacam1/Irgm2/Cxcl9/Ifng/Spi1/Gzmb/Ctsc/Fcgr2b/Il18rap/Myd88/Pik3r6/Rab27a/Pnp",32
"GO:0071222","cellular response to lipopolysaccharide","33/475","312/28905",0.105769230769231,6.43633603238866,12.4793244978492,2.63166102628141e-17,3.2376949654765e-15,1.99768794897271e-15,"Ltf/Mmp8/Cd14/Acod1/Cxcl2/Plscr1/Cxcl3/Gbp2/Gbp2b/Fcgr4/Tlr4/Cxcl10/Cebpb/Il36g/Cmpk2/Gbp3/Irgm1/Cd274/Lbp/Cxcl1/Irgm2/Cxcl9/Xbp1/Irak3/Ifng/Spi1/Cd68/Trim30d/Casp1/Myd88/Trim30a/Gbp6/Tifab",33
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","28/475","219/28905",0.127853881278539,7.7802451333814,13.0187655278273,5.10233238579455e-17,6.10295645923093e-15,3.76558097711855e-15,"Ltf/Mmp8/Cd14/Tlr4/Ccr5/App/Oas2/Adam8/Tlr2/Arg2/Ifih1/Fcgr3/Thbs1/Cd274/Lbp/Tmem106a/Irak3/Ifng/Tirap/Bcl3/Fcer1g/Cybb/Fcgr2b/Tspo/Myd88/Trim30a/Vsir/Cyba",28
"GO:0071706","tumor necrosis factor superfamily cytokine production","28/475","226/28905",0.123893805309735,7.53926408942711,12.7567029755008,1.17435465653913e-16,1.36669490569121e-14,8.43263485947299e-15,"Ltf/Mmp8/Cd14/Tlr4/Ccr5/App/Oas2/Adam8/Tlr2/Arg2/Ifih1/Fcgr3/Thbs1/Cd274/Lbp/Tmem106a/Irak3/Ifng/Tirap/Bcl3/Fcer1g/Cybb/Fcgr2b/Tspo/Myd88/Trim30a/Vsir/Cyba",28
"GO:0002573","myeloid leukocyte differentiation","31/475","287/28905",0.10801393728223,6.57293233082707,12.2642904624819,1.36989314177641e-16,1.5523052285498e-14,9.57786783890214e-15,"Tlr4/App/Cebpb/Cd300lf/Itgam/Fam20c/Ccr1/Adam8/Pirb/Tlr2/Jun/Prtn3/Socs1/Ceacam1/Id2/Snx10/Ifng/Mafb/Pilrb1/Fosl2/Spi1/Fcer1g/Ctnnbip1/Myd88/Ltbr/Ifi207/Ifi204/Bmp2/Mitf/Batf2/Plcb1",31
"GO:0030593","neutrophil chemotaxis","21/475","112/28905",0.1875,11.4098684210526,14.2675085703924,1.57451093999529e-16,1.73842156605634e-14,1.07262229758384e-14,"Cxcl2/Spp1/Cxcl3/Cxcl10/C5ar1/Trem1/Itgam/S100a9/Lgals3/Trem3/Cxcr2/Fcgr3/Lbp/Itgb2l/Cxcl1/Cxcl9/Ifng/Tirap/Fcer1g/S100a8/Bst1",21
"GO:0035458","cellular response to interferon-beta","17/475","63/28905",0.26984126984127,16.4205513784461,15.8377994891492,1.76925810207779e-16,1.90460634688674e-14,1.17515985516956e-14,"Acod1/Gbp2/Gbp2b/Ifi202b/Iigp1/Ifit1/Gbp3/Irgm1/Gbp7/Ifit3/Irgm2/Iigp1c/Ifi47/Gbp6/Ifi207/Ifi204/Irf1",17
"GO:0034341","response to type II interferon","23/475","149/28905",0.154362416107383,9.39335923701872,13.2770642645584,4.96921701223531e-16,5.2188898669964e-14,3.22010365568214e-14,"Ifitm6/Acod1/Ifitm1/Gbp2/Gbp2b/Tlr4/Rab20/Ifitm2/Slc11a1/Tlr2/Gbp3/Irgm1/Gbp7/Cdc42ep2/Irgm2/Ifitm3/Ifng/Casp1/Mefv/Gbp6/Parp14/Irf1/Parp9",23
"GO:0050729","positive regulation of inflammatory response","24/475","167/28905",0.143712574850299,8.74528837062717,12.9749265056645,6.0917767437921e-16,6.24552158542113e-14,3.85354498780232e-14,"Mmp8/Tlr4/C3/Ccr5/App/Cebpb/Fcgr1/Zbp1/Adam8/Casp4/Tlr2/S100a9/Nupr1/Ffar2/Fcgr3/Lbp/Ifng/Grn/Alox5ap/Fcer1g/Ctsc/S100a8/Casp1/Mefv",24
"GO:0030099","myeloid cell differentiation","39/475","500/28905",0.078,4.7465052631579,10.9232356182464,1.07321918842552e-15,1.07471670357216e-13,6.63110215810529e-14,"Plscr1/Clec5a/Tlr4/App/Cebpb/Cd300lf/Itgam/Fam20c/Ccr1/Adam8/Pirb/Tlr2/G6pdx/Dab2/Jun/Prtn3/Socs1/Ceacam1/Id2/Snx10/Ifng/Mafb/Pilrb1/Fosl2/Spi1/Tirap/Fcer1g/Ctnnbip1/Myd88/Ltbr/Ifi207/Ifi204/Bmp2/Mitf/Maf/Batf2/Plcb1/Tifab/Rhag",39
"GO:0140888","interferon-mediated signaling pathway","18/475","85/28905",0.211764705882353,12.886439628483,14.1857274915679,2.43162277814035e-15,2.37967447333462e-13,1.46828131388188e-13,"Ifitm6/Ifitm1/Zbp1/Ifitm2/Oas2/Ifih1/Irgm1/Irgm2/Ifitm3/Ifng/Samhd1/Myd88/Rbm47/Parp14/Irf1/Irf7/Stat2/Parp9",18
"GO:0032680","regulation of tumor necrosis factor production","26/475","216/28905",0.12037037037037,7.32485380116959,12.0602694481282,2.98081571646317e-15,2.81532389328741e-13,1.73708106354839e-13,"Ltf/Mmp8/Cd14/Tlr4/Ccr5/App/Oas2/Tlr2/Arg2/Ifih1/Fcgr3/Thbs1/Lbp/Tmem106a/Irak3/Ifng/Tirap/Bcl3/Fcer1g/Cybb/Fcgr2b/Tspo/Myd88/Trim30a/Vsir/Cyba",26
"GO:0042119","neutrophil activation","14/475","42/28905",0.333333333333333,20.2842105263158,16.1656482164298,3.00754526454298e-15,2.81532389328741e-13,1.73708106354839e-13,"Cd177/Camp/Anxa1/Anxa3/Fcgr4/Itgam/Pram1/Cxcr2/Itgb2l/Grn/Spi1/Fcer1g/Il18rap/Myd88",14
